,Unnamed: 0,DHSID_EA,cname,year,lat,lon,n_asset,asset_index,n_water,water_index,n_sanitation,sanitation_index,under5_mort,n_under5_mort,women_edu,women_bmi,n_women_edu,n_women_bmi,cluster_id,adm1fips,adm1dhs,urban
18,1914,AO-2011-6#-00000019,AO,2011,-12.34475,14.773096,37.0,-2.5916908695212406,37.0,0.46621621621621623,37.0,0.040540540540540515,0.03934426229508197,61.0,0.20336134453781515,0.11450442337235799,51.0,,19,AO01,9,U
19,1915,AO-2011-6#-00000020,AO,2011,-12.371371,14.753342,37.0,-3.627566830890317,37.0,0.08108108108108109,37.0,0.006756756756756743,0.04999999999999999,48.0,0.116734693877551,0.11450442337235799,49.0,,20,AO01,9,R
20,1916,AO-2011-6#-00000021,AO,2011,-10.871302,14.353967,37.0,-3.6961205971331927,37.0,0.0,37.0,0.0,0.17777777777777778,27.0,0.21371428571428572,0.11450442337235799,25.0,,21,AO06,6,R
21,1917,AO-2011-6#-00000022,AO,2011,-10.858034,14.35882,37.0,-0.1077397611617993,37.0,0.6891891891891893,37.0,0.5202702702702703,0.06153846153846153,39.0,0.2701158301158301,0.11450442337235799,37.0,,22,AO06,6,R
22,1918,AO-2011-6#-00000023,AO,2011,-10.419603,13.970724,33.0,-3.107286895921949,33.0,0.31818181818181823,33.0,0.045454545454545525,0.0,27.0,0.16923076923076924,0.11450442337235799,26.0,,23,AO06,6,R
23,1919,AO-2011-6#-00000024,AO,2011,-10.390981,13.984454,23.0,-3.7938997058228217,23.0,0.0,23.0,0.0,0.0,23.0,0.10326530612244898,0.11450442337235799,14.0,,24,AO06,6,R
24,1920,AO-2011-6#-00000025,AO,2011,-11.537386,14.726956,28.0,-3.2697817453162026,28.0,0.08035714285714285,28.0,0.1517857142857143,0.075,32.0,0.2069047619047619,0.11450442337235799,24.0,,25,AO06,6,R
25,1921,AO-2011-6#-00000026,AO,2011,-11.517536,14.75472,26.0,-3.7085321301398655,26.0,0.028846153846153855,26.0,0.0,0.0,24.0,0.07714285714285715,0.11450442337235799,22.0,,26,AO06,6,R
26,1922,AO-2011-6#-00000029,AO,2011,-9.096796,13.6464,37.0,-0.9889917366475314,37.0,0.527027027027027,37.0,0.08108108108108109,0.04999999999999999,48.0,0.19824175824175824,0.11450442337235799,39.0,,29,AO19,18,R
27,1923,AO-2011-6#-00000030,AO,2011,-9.172912,13.648187,33.0,-3.0749513805014086,33.0,0.030303030303030276,33.0,0.15909090909090912,0.0,35.0,0.23047619047619047,0.11450442337235799,24.0,,30,AO19,18,R
28,1924,AO-2011-6#-00000031,AO,2011,-8.159112,14.469092,37.0,-1.4230460354918122,37.0,0.7297297297297297,37.0,0.3513513513513513,0.0,45.0,0.15871428571428572,0.11450442337235799,40.0,,31,AO19,18,R
29,1925,AO-2011-6#-00000032,AO,2011,-8.159944,14.460016,37.0,-1.509702299413581,37.0,0.6486486486486487,37.0,0.277027027027027,0.08275862068965516,58.0,0.2372857142857143,0.11450442337235799,40.0,,32,AO19,18,R
30,1926,AO-2011-6#-00000033,AO,2011,-6.013011,14.173505,36.0,-2.735288488738408,36.0,0.0,36.0,0.3680555555555556,0.075,32.0,0.30778325123152706,0.11450442337235799,29.0,,33,AO16,2,R
31,1927,AO-2011-6#-00000034,AO,2011,-5.869627,14.099057,17.0,-2.773722101257963,17.0,0.0,17.0,0.41176470588235303,0.0,10.0,0.08979591836734695,0.11450442337235799,7.0,,34,AO16,2,R
32,1928,AO-2011-6#-00000035,AO,2011,-5.872087,13.439567,37.0,-3.2004583462047864,37.0,0.0,37.0,0.18243243243243246,0.0,25.0,0.19156462585034015,0.11450442337235799,21.0,,35,AO16,2,R
33,1929,AO-2011-6#-00000036,AO,2011,-5.897936,13.408697,37.0,-3.582581434840626,37.0,0.0,37.0,0.047297297297297314,0.0,42.0,0.19979591836734695,0.11450442337235799,28.0,,36,AO16,2,R
34,1930,AO-2011-6#-00000037,AO,2011,-12.106623,16.69557,25.0,-3.5990828766775493,25.0,0.0,25.0,0.03999999999999998,0.18461538461538463,26.0,0.17714285714285716,0.11450442337235799,22.0,,37,AO02,11,R
35,1931,AO-2011-6#-00000038,AO,2011,-12.186224,16.745167,35.0,-3.332527764815063,35.0,0.0,35.0,0.08571428571428569,0.06,40.0,0.15923809523809523,0.11450442337235799,30.0,,38,AO02,11,R
36,1932,AO-2011-6#-00000039,AO,2011,-11.383436,16.205631,37.0,-1.3518181201407051,37.0,1.0,37.0,0.22297297297297303,0.08727272727272727,55.0,0.1604511278195489,0.11450442337235799,38.0,,39,AO02,11,R
37,1933,AO-2011-6#-00000040,AO,2011,-11.342776,16.201752,31.0,-3.129207568397949,31.0,0.0,31.0,0.1935483870967742,0.058536585365853655,41.0,0.19322751322751322,0.11450442337235799,27.0,,40,AO02,11,R
38,1934,AO-2011-6#-00000041,AO,2011,-12.216219,17.517328,33.0,-2.558649065686585,33.0,0.4772727272727273,33.0,0.17424242424242425,0.0,35.0,0.026666666666666665,0.11450442337235799,33.0,,41,AO02,11,R
39,1935,AO-2011-6#-00000042,AO,2011,-12.170704,17.546886,31.0,-3.399043019992417,31.0,0.0,31.0,0.14516129032258063,0.1531914893617021,47.0,0.07542857142857143,0.11450442337235799,30.0,,42,AO02,11,R
40,1936,AO-2011-6#-00000043,AO,2011,-12.13176,17.923544,32.0,-3.7025563163475983,32.0,0.0,32.0,0.03125,0.075,32.0,0.02,0.11450442337235799,22.0,,43,AO02,11,R
41,1937,AO-2011-6#-00000045,AO,2011,-13.913492,17.286135,36.0,-3.7951185255040754,36.0,0.0,36.0,0.00694444444444442,0.0,40.0,0.024693877551020406,0.11450442337235799,28.0,,45,AO02,11,R
42,1938,AO-2011-6#-00000046,AO,2011,-13.751458,17.183674,34.0,-3.697314513237036,34.0,0.0,34.0,0.03676470588235292,0.06666666666666665,36.0,0.10476190476190478,0.11450442337235799,27.0,,46,AO02,11,R
43,1939,AO-2011-6#-00000047,AO,2011,-12.91732,15.720189,32.0,1.2087097041550798,32.0,0.9453125,32.0,0.6015625,0.05333333333333333,45.0,0.30957142857142855,0.11450442337235799,40.0,,47,AO08,10,R
44,1940,AO-2011-6#-00000048,AO,2011,-12.747986,15.767361,30.0,0.4166912674976342,30.0,0.7749999999999999,30.0,0.5666666666666667,0.0,45.0,0.2992,0.11450442337235799,25.0,,48,AO08,10,R
45,1941,AO-2011-6#-00000049,AO,2011,-12.79096,15.743495,26.0,-0.9370392408565268,26.0,0.5673076923076923,26.0,0.5480769230769231,0.0,31.0,0.24571428571428572,0.11450442337235799,22.0,,49,AO08,10,R
46,1942,AO-2011-6#-00000050,AO,2011,-12.875445,15.760207,35.0,-0.9048949980482588,35.0,0.6142857142857143,35.0,0.5571428571428572,0.08275862068965516,29.0,0.22758620689655173,0.11450442337235799,29.0,,50,AO08,10,R
47,1943,AO-2011-6#-00000051,AO,2011,-12.743259,15.761831,37.0,0.1603488516584014,37.0,0.7567567567567568,37.0,0.6013513513513513,0.0,40.0,0.3681632653061224,0.11450442337235799,42.0,,51,AO08,10,R
48,1944,AO-2011-6#-00000052,AO,2011,-12.772853,15.756213,34.0,0.51274041905211,34.0,0.661764705882353,34.0,0.6176470588235294,0.12,40.0,0.22709677419354843,0.11450442337235799,31.0,,52,AO08,10,R
49,1945,AO-2011-6#-00000053,AO,2011,-12.984558,15.943458,36.0,-0.8483053187749844,36.0,0.75,36.0,0.5277777777777778,0.044444444444444446,54.0,0.2070588235294118,0.11450442337235799,34.0,,53,AO08,10,R
50,1946,AO-2011-6#-00000054,AO,2011,-12.73975,15.662196,35.0,-1.5046720656039834,35.0,0.6214285714285714,35.0,0.3642857142857143,0.05217391304347826,46.0,0.18464285714285716,0.11450442337235799,32.0,,54,AO08,10,R
51,1947,AO-2011-6#-00000055,AO,2011,-12.537665,16.250486,35.0,-2.1601468651267206,35.0,0.40714285714285725,35.0,0.3642857142857143,0.14545454545454545,33.0,0.07802955665024632,0.11450442337235799,29.0,,55,AO08,10,R
52,1948,AO-2011-6#-00000056,AO,2011,-12.565216,16.261759,34.0,-2.710788878491343,34.0,0.0,34.0,0.3970588235294118,0.09056603773584904,53.0,0.08110599078341015,0.11450442337235799,31.0,,56,AO08,10,R
53,1949,AO-2011-6#-00000057,AO,2011,-13.43746,15.412271,37.0,-2.167649459620426,37.0,0.7297297297297297,37.0,0.1216216216216216,0.0,66.0,0.08833976833976837,0.11450442337235799,37.0,,57,AO08,10,R
54,1950,AO-2011-6#-00000058,AO,2011,-13.530546,15.460572,12.0,-2.4901138028870573,12.0,0.6875,12.0,0.020833333333333315,0.3,8.0,0.1706122448979592,0.11450442337235799,7.0,,58,AO08,10,R
55,1951,AO-2011-6#-00000060,AO,2011,-11.971578,16.488123,36.0,-2.571334533369359,36.0,0.0,36.0,0.4652777777777778,0.15,48.0,0.04888888888888889,0.11450442337235799,36.0,,60,AO08,10,R
56,1952,AO-2011-6#-00000061,AO,2011,-5.564471,12.20079,32.0,1.02421990285301,32.0,1.0,32.0,0.453125,0.0,31.0,0.4714285714285715,0.11450442337235799,44.0,,61,AO03,1,U
57,1953,AO-2011-6#-00000062,AO,2011,-5.57374,12.192002,32.0,1.9131512481976527,32.0,0.9609375,32.0,0.71875,0.0,35.0,0.4749206349206349,0.11450442337235799,36.0,,62,AO03,1,U
58,1954,AO-2011-6#-00000063,AO,2011,-9.527211,16.338669,37.0,-0.4505096334875267,37.0,0.18243243243243246,37.0,0.5743243243243243,0.06575342465753424,73.0,0.3234843205574913,0.11450442337235799,41.0,,63,AO12,7,U
59,1955,AO-2011-6#-00000064,AO,2011,-9.542977,16.318552,37.0,0.7098669907259302,37.0,0.4797297297297297,37.0,0.6554054054054054,0.0,33.0,0.4461324041811847,0.11450442337235799,41.0,,64,AO12,7,U
60,1956,AO-2011-6#-00000065,AO,2011,-9.692947,14.432255,37.0,0.610681500539111,37.0,0.8310810810810811,37.0,0.7162162162162162,0.058536585365853655,41.0,0.34188153310104535,0.11450442337235799,41.0,,65,AO05,5,U
61,1957,AO-2011-6#-00000066,AO,2011,-9.68139,14.435284,36.0,-1.3867841522064162,36.0,0.1875,36.0,0.375,0.0,35.0,0.25339285714285714,0.11450442337235799,32.0,,66,AO05,5,U
62,1958,AO-2011-6#-00000067,AO,2011,-7.61528,15.052982,34.0,2.402343648764988,35.0,0.9785714285714286,35.0,0.8642857142857143,0.0,32.0,0.6118950437317785,0.11450442337235799,49.0,,67,AO15,3,U
63,1959,AO-2011-6#-00000068,AO,2011,-7.619236,15.061034,37.0,1.5717724782731632,37.0,0.9864864864864864,37.0,0.7162162162162162,0.0,32.0,0.6059428571428572,0.11450442337235799,50.0,,68,AO15,3,U
64,1960,AO-2011-6#-00000069,AO,2011,-7.768684,15.252056,37.0,0.7755194007047367,37.0,0.8581081081081081,37.0,0.554054054054054,0.04363636363636363,55.0,0.4195714285714286,0.11450442337235799,40.0,,69,AO15,3,U
65,1961,AO-2011-6#-00000070,AO,2011,-7.774466,15.251551,37.0,0.3954232851331441,37.0,0.7905405405405406,37.0,0.5405405405405406,0.0,70.0,0.3922285714285715,0.11450442337235799,75.0,,70,AO15,3,U
66,1962,AO-2011-6#-00000071,AO,2011,-4.593331,12.862203,34.0,-1.2422093930683602,34.0,0.0,34.0,0.5220588235294118,0.0,38.0,0.2671428571428572,0.11450442337235799,32.0,,71,AO03,1,R
67,1963,AO-2011-6#-00000072,AO,2011,-4.465606,12.862364,11.0,-2.017055879046947,11.0,0.0,11.0,0.6136363636363636,0.0,6.0,0.0419047619047619,0.11450442337235799,6.0,,72,AO03,1,R
68,1964,AO-2011-6#-00000073,AO,2011,-9.598896,21.581055,36.0,-3.645725116801957,36.0,0.0,36.0,0.020833333333333315,0.0,45.0,0.047567567567567574,0.11450442337235799,37.0,,73,AO18,17,R
69,1965,AO-2011-6#-00000074,AO,2011,-9.055912,21.48238,24.0,-3.702385568294836,24.0,0.0,24.0,0.0,0.0,31.0,0.008571428571428568,0.11450442337235799,22.0,,74,AO18,17,R
70,1966,AO-2011-6#-00000075,AO,2011,-10.556164,22.039558,37.0,-3.573060724198856,37.0,0.0,37.0,0.03378378378378377,0.0,39.0,0.08932330827067668,0.11450442337235799,38.0,,75,AO18,17,R
71,1967,AO-2011-6#-00000076,AO,2011,-10.559984,22.166975,37.0,-2.793755668280368,37.0,0.020270270270270285,37.0,0.05405405405405406,0.0,40.0,0.018248847926267284,0.11450442337235799,31.0,,76,AO18,17,R
72,1968,AO-2011-6#-00000077,AO,2011,-11.210758,19.821867,37.0,-3.603843888011001,37.0,0.0,37.0,0.040540540540540515,0.04528301886792452,53.0,0.03053061224489796,0.11450442337235799,35.0,,77,AO18,17,R
73,1969,AO-2011-6#-00000078,AO,2011,-11.150213,19.794632,28.0,-3.665934521973162,28.0,0.0,28.0,0.0267857142857143,0.0,36.0,0.05739130434782609,0.11450442337235799,23.0,,78,AO18,17,R
74,1970,AO-2011-6#-00000079,AO,2011,-7.695138,21.382574,37.0,-3.560365552314447,37.0,0.0,37.0,0.020270270270270285,0.0,44.0,0.04517857142857143,0.11450442337235799,32.0,,79,AO17,8,R
75,1971,AO-2011-6#-00000080,AO,2011,-7.728569,21.314003,37.0,-2.9913224344237617,37.0,0.08108108108108109,37.0,0.18243243243243246,0.0,36.0,0.010931677018633536,0.11450442337235799,23.0,,80,AO17,8,R
76,1972,AO-2011-6#-00000081,AO,2011,-7.36819,20.809591,37.0,-2.059941610626054,37.0,0.13513513513513514,37.0,0.22972972972972971,0.0,50.0,0.1423529411764706,0.11450442337235799,34.0,,81,AO17,8,R
77,1973,AO-2011-6#-00000082,AO,2011,-7.384159,20.796074,37.0,-3.2011802701873338,37.0,0.0,37.0,0.06756756756756754,0.0,46.0,0.06537142857142858,0.11450442337235799,25.0,,82,AO17,8,R
78,1974,AO-2011-6#-00000083,AO,2011,-9.761993,19.65721,36.0,-3.264615930223788,36.0,0.08333333333333331,36.0,0.05555555555555558,0.0,45.0,0.07183673469387755,0.11450442337235799,28.0,,83,AO17,8,R
79,1975,AO-2011-6#-00000084,AO,2011,-9.726207,19.631708,36.0,-3.645959787516105,36.0,0.0,36.0,0.020833333333333315,0.0,34.0,0.05523809523809524,0.11450442337235799,33.0,,84,AO17,8,R
80,1976,AO-2011-6#-00000085,AO,2011,-9.500242,17.465338,37.0,-3.10624206312531,37.0,0.24324324324324326,37.0,0.08783783783783777,0.0,34.0,0.10666666666666667,0.11450442337235799,33.0,,85,AO17,8,R
81,1977,AO-2011-6#-00000086,AO,2011,-9.498591,17.830034,37.0,-3.5451725739600537,37.0,0.0,37.0,0.08783783783783777,0.0,46.0,0.07135135135135136,0.11450442337235799,37.0,,86,AO17,8,R
82,1978,AO-2011-6#-00000087,AO,2011,-9.568134,16.201998,36.0,-1.3896081348692917,36.0,0.0,36.0,0.9722222222222223,0.0,23.0,0.18557823129251705,0.11450442337235799,21.0,,87,AO12,7,R
83,1979,AO-2011-6#-00000088,AO,2011,-9.661635,16.297115,37.0,-3.712780046071708,37.0,0.020270270270270285,37.0,0.0,0.0,43.0,0.11785714285714287,0.11450442337235799,32.0,,88,AO12,7,R
84,1980,AO-2011-6#-00000089,AO,2011,-9.469572,16.157831,29.0,-3.7474499205760488,29.0,0.0,29.0,0.0,0.0,28.0,0.07333333333333335,0.11450442337235799,24.0,,89,AO12,7,R
85,1981,AO-2011-6#-00000090,AO,2011,-9.445209,16.151482,21.0,-3.526248652664836,21.0,0.0,21.0,0.0,0.0,20.0,0.12902255639097746,0.11450442337235799,19.0,,90,AO12,7,R
86,1982,AO-2011-6#-00000091,AO,2011,-8.354865,16.118954,24.0,-2.979504121985733,24.0,0.0,24.0,0.10416666666666669,0.0,26.0,0.11314285714285716,0.11450442337235799,15.0,,91,AO12,7,R
87,1983,AO-2011-6#-00000092,AO,2011,-8.378798,16.116516,21.0,-3.728119011961084,21.0,0.0,21.0,0.0,0.0,19.0,0.04,0.11450442337235799,11.0,,92,AO12,7,R
88,1984,AO-2011-6#-00000093,AO,2011,-8.809969,16.79541,34.0,-0.8437668555772925,34.0,0.0,34.0,0.5220588235294118,0.0,26.0,0.2213664596273292,0.11450442337235799,23.0,,93,AO12,7,R
89,1985,AO-2011-6#-00000094,AO,2011,-8.821804,16.767914,37.0,-2.829783329445006,37.0,0.0,37.0,0.277027027027027,0.0,34.0,0.14484472049689442,0.11450442337235799,23.0,,94,AO12,7,R
90,1986,AO-2011-6#-00000095,AO,2011,-8.495734,16.404243,29.0,-3.696149069097726,29.0,0.0,29.0,0.025862068965517238,0.0,23.0,0.04571428571428572,0.11450442337235799,11.0,,95,AO12,7,R
91,1987,AO-2011-6#-00000096,AO,2011,-8.52078,16.361115,24.0,-3.3845281908879405,24.0,0.0,24.0,0.09375,0.0,22.0,0.10255639097744361,0.11450442337235799,19.0,,96,AO12,7,R
92,1988,AO-2011-6#-00000097,AO,2011,-10.972333,17.549232,36.0,-2.413158246246499,36.0,0.75,36.0,0.0,0.0,25.0,0.055,0.11450442337235799,16.0,,97,AO12,7,R
93,1989,AO-2011-6#-00000098,AO,2011,-10.999863,17.564072,31.0,-1.1829179114049022,31.0,0.75,31.0,0.41129032258064513,0.0,33.0,0.11,0.11450442337235799,24.0,,98,AO12,7,R
94,1990,AO-2011-6#-00000099,AO,2011,-9.478349,16.860985,33.0,-3.397392592039703,33.0,0.0,33.0,0.045454545454545525,0.0,29.0,0.18071428571428572,0.11450442337235799,24.0,,99,AO12,7,R
95,1991,AO-2011-6#-00000100,AO,2011,-9.481052,16.859833,33.0,-3.3507975153688703,33.0,0.0,33.0,0.09090909090909088,0.0,34.0,0.1279591836734694,0.11450442337235799,28.0,,100,AO12,7,R
96,1992,AO-2011-6#-00000101,AO,2011,-9.271637,15.235037,34.0,-3.389137198340992,34.0,0.0,34.0,0.13235294117647056,0.0,25.0,0.19950310559006212,0.11450442337235799,23.0,,101,AO05,5,R
97,1993,AO-2011-6#-00000102,AO,2011,-9.253066,15.241698,28.0,-3.653966663706728,28.0,0.0,28.0,0.0357142857142857,0.0,9.0,0.14666666666666667,0.11450442337235799,12.0,,102,AO05,5,U
98,1994,AO-2011-6#-00000103,AO,2011,-8.177555,15.379147,37.0,-2.503584119818303,37.0,0.020270270270270285,37.0,0.41216216216216217,0.0,51.0,0.20271428571428574,0.11450442337235799,40.0,,103,AO05,5,R
99,1995,AO-2011-6#-00000104,AO,2011,-8.205036,15.397273,35.0,-3.187651896981752,35.0,0.0,35.0,0.2,0.0,31.0,0.11,0.11450442337235799,20.0,,104,AO05,5,R
100,1996,AO-2011-6#-00000105,AO,2011,-8.896356,15.599051,35.0,-3.6678477628307777,35.0,0.0,35.0,0.0,0.0,45.0,0.13037037037037036,0.11450442337235799,27.0,,105,AO05,5,R
101,1997,AO-2011-6#-00000106,AO,2011,-8.989537,15.580459,25.0,-2.45926721010066,26.0,0.4423076923076923,26.0,0.15384615384615385,0.15,16.0,0.18857142857142858,0.11450442337235799,12.0,,106,AO05,5,R
102,1998,AO-2011-6#-00000107,AO,2011,-7.790408,15.392677,37.0,-3.278746271018959,37.0,0.1216216216216216,37.0,0.08108108108108109,0.0,55.0,0.10607142857142858,0.11450442337235799,48.0,,107,AO15,3,R
103,1999,AO-2011-6#-00000108,AO,2011,-8.02952,15.575171,31.0,-2.792079475948398,31.0,0.29032258064516125,31.0,0.16935483870967738,0.0,31.0,0.06285714285714286,0.11450442337235799,22.0,,108,AO15,3,R
104,2000,AO-2011-6#-00000109,AO,2011,-6.066164,15.087652,37.0,-0.3942568477709724,37.0,0.7297297297297297,37.0,0.364864864864865,0.0,69.0,0.29464285714285715,0.11450442337235799,48.0,,109,AO15,3,R
105,2001,AO-2011-6#-00000110,AO,2011,-6.081505,15.064407,37.0,-1.7825226330972994,37.0,0.4864864864864865,37.0,0.2702702702702703,0.047058823529411764,51.0,0.21166180758017494,0.11450442337235799,49.0,,110,AO15,3,R
106,2002,AO-2011-6#-00000111,AO,2011,-6.661051,15.11861,12.0,-2.3395602614744164,12.0,0.1875,12.0,0.29166666666666663,0.0,19.0,0.25142857142857145,0.11450442337235799,17.0,,111,AO15,3,R
107,2003,AO-2011-6#-00000112,AO,2011,-6.696079,15.13254,22.0,-1.752052353005784,22.0,0.34090909090909105,22.0,0.30681818181818177,0.0,25.0,0.27802197802197803,0.11450442337235799,26.0,,112,AO15,3,R
108,2004,AO-2011-6#-00000113,AO,2011,-7.549677,15.45235,37.0,-3.366073340467921,37.0,0.14189189189189189,37.0,0.0,0.038709677419354833,62.0,0.15440993788819876,0.11450442337235799,46.0,,113,AO15,3,R
109,2005,AO-2011-6#-00000114,AO,2011,-7.285451,15.377354,37.0,-3.571016063032047,37.0,0.0,37.0,0.05405405405405406,0.0,68.0,0.15714285714285714,0.11450442337235799,44.0,,114,AO15,3,R
110,2006,AO-2011-6#-00000115,AO,2011,-6.492766,16.196566,36.0,-2.512331007871917,36.0,0.33333333333333326,36.0,0.27083333333333326,0.04999999999999999,48.0,0.19536679536679535,0.11450442337235799,37.0,,115,AO15,3,R
111,2007,AO-2011-6#-00000116,AO,2011,-6.613551,16.243774,37.0,-2.3345127029627,37.0,0.2635135135135135,37.0,0.3783783783783784,0.1263157894736842,38.0,0.2317857142857143,0.11450442337235799,32.0,,116,AO15,3,R
112,2008,AO-2011-6#-00000117,AO,2011,-6.622739,16.385077,37.0,-2.745197005042403,37.0,0.14189189189189189,37.0,0.28378378378378377,0.04363636363636363,55.0,0.25457142857142856,0.11450442337235799,40.0,,117,AO15,3,R
113,2009,AO-2011-6#-00000118,AO,2011,-6.58359,16.46329,35.0,-2.70975499848332,35.0,0.12857142857142856,35.0,0.3142857142857143,0.18461538461538463,39.0,0.17809523809523808,0.11450442337235799,30.0,,118,AO15,3,R
114,2010,AO-2011-6#-00000119,AO,2011,-6.476821,15.739399,37.0,-3.114605961278329,37.0,0.2635135135135135,37.0,0.08783783783783777,0.12413793103448274,58.0,0.1491029900332226,0.11450442337235799,43.0,,119,AO15,3,R
115,2011,AO-2011-6#-00000120,AO,2011,-6.496367,15.90848,37.0,-3.138172983421995,37.0,0.24324324324324326,37.0,0.09459459459459463,0.12413793103448274,58.0,0.14257839721254356,0.11450442337235799,41.0,,120,AO15,3,R
116,2012,AO-2011-6#-00000121,AO,2011,-14.924358,13.499334,37.0,1.9760113775082744,37.0,0.9864864864864864,37.0,0.7432432432432432,0.15,32.0,0.6299378881987578,0.11450442337235799,46.0,,121,AO09,15,U
117,2013,AO-2011-6#-00000122,AO,2011,-14.921202,13.4958,36.0,2.080210425554833,36.0,0.8402777777777777,36.0,0.7986111111111112,0.0,32.0,0.6943521594684385,0.11450442337235799,43.0,,122,AO09,15,U
118,2014,AO-2011-6#-00000123,AO,2011,-14.916416,13.501424,33.0,2.287370072644663,33.0,0.9166666666666667,33.0,0.8636363636363635,0.0,25.0,0.6557528957528957,0.11450442337235799,37.0,,123,AO09,15,U
119,2015,AO-2011-6#-00000124,AO,2011,-14.926751,13.495507,35.0,2.181571753473228,35.0,0.9857142857142858,35.0,0.7571428571428571,0.0,43.0,0.5550151975683891,0.11450442337235799,47.0,,124,AO09,15,U
120,2016,AO-2011-6#-00000125,AO,2011,-14.912081,13.501654,34.0,1.5181445097905706,34.0,0.8088235294117647,34.0,0.625,0.06857142857142856,35.0,0.49238095238095236,0.11450442337235799,42.0,,125,AO09,15,U
